  4.9999999E-03  0.0000000E+00
  1.5000000E-02  0.0000000E+00
  2.4999999E-02  0.0000000E+00
  3.5000000E-02  0.0000000E+00
  4.4999998E-02  0.0000000E+00
  5.5000000E-02  0.0000000E+00
  6.4999998E-02  0.0000000E+00
  7.4999996E-02  0.0000000E+00
  8.5000001E-02  0.0000000E+00
  9.4999999E-02  0.0000000E+00
  0.1050000      0.0000000E+00
  0.1150000      0.0000000E+00
  0.1250000      0.0000000E+00
  0.1350000      0.0000000E+00
  0.1450000      0.0000000E+00
  0.1550000      0.0000000E+00
  0.1650000      0.0000000E+00
  0.1750000      0.0000000E+00
  0.1850000      0.0000000E+00
  0.1950000      0.0000000E+00
  0.2050000      0.0000000E+00
  0.2150000      0.0000000E+00
  0.2250000      0.0000000E+00
  0.2350000      0.0000000E+00
  0.2450000      0.0000000E+00
  0.2550000      0.0000000E+00
  0.2650000      0.0000000E+00
  0.2750000      0.0000000E+00
  0.2850000      0.0000000E+00
  0.2950000      0.0000000E+00
  0.3050000      0.0000000E+00
  0.3150000      0.0000000E+00
  0.3250000      0.0000000E+00
  0.3350000      0.0000000E+00
  0.3450000      0.0000000E+00
  0.3550000      0.0000000E+00
  0.3650000      0.0000000E+00
  0.3750000      0.0000000E+00
  0.3850000      0.0000000E+00
  0.3914250      0.0000000E+00
  0.3914250      0.0000000E+00
  0.3950000      2.7590303E-02
  0.4050000      0.1064084    
  0.4150000      0.1877366    
  0.4250000      0.2716974    
  0.4350000      0.3584211    
  0.4450000      0.4480453    
  0.4550000      0.5407187    
  0.4650000      0.6366000    
  0.4750000      0.7358575    
  0.4850000      0.8386734    
  0.4950000      0.9452427    
  0.5050000       1.055775    
  0.5150000       1.170495    
  0.5245728       1.284461    
  0.5245728       1.284461    
  0.5250000       1.284461    
  0.5350000       1.284461    
  0.5450000       1.284461    
  0.5550000       1.284461    
  0.5650000       1.284461    
  0.5750000       1.284461    
  0.5850000       1.284461    
  0.5950000       1.284461    
  0.6050000       1.284461    
  0.6109565       1.284461    
  0.6109565      0.9014921    
  0.6150000      0.9014921    
  0.6250000      0.9014921    
  0.6350000      0.9014921    
  0.6450000      0.9014921    
  0.6550000      0.9014921    
  0.6650000      0.9014921    
  0.6750000      0.9014921    
  0.6843148      0.9014921    
  0.6843148      0.0000000E+00
  0.6850000      0.0000000E+00
  0.6950000      0.0000000E+00
  0.7050000      0.0000000E+00
  0.7150000      0.0000000E+00
  0.7250000      0.0000000E+00
  0.7350000      0.0000000E+00
  0.7450000      0.0000000E+00
  0.7550000      0.0000000E+00
  0.7650000      0.0000000E+00
  0.7750000      0.0000000E+00
  0.7850000      0.0000000E+00
  0.7950000      0.0000000E+00
  0.8050000      0.0000000E+00
  0.8150000      0.0000000E+00
  0.8250000      0.0000000E+00
  0.8350000      0.0000000E+00
  0.8450000      0.0000000E+00
  0.8550000      0.0000000E+00
  0.8650000      0.0000000E+00
  0.8750000      0.0000000E+00
  0.8850000      0.0000000E+00
  0.8950000      0.0000000E+00
  0.9050000      0.0000000E+00
  0.9150000      0.0000000E+00
  0.9250000      0.0000000E+00
  0.9350000      0.0000000E+00
  0.9450000      0.0000000E+00
  0.9550000      0.0000000E+00
  0.9650000      0.0000000E+00
  0.9750000      0.0000000E+00
  0.9850000      0.0000000E+00
  0.9950000      0.0000000E+00
 
